date,strategy
2016-11-17,0.989120673955815
2016-11-18,0.9839872407220475
2016-11-21,0.9830412974101295
2016-11-22,0.9855090783387547
2016-11-23,0.9998937367507394
2016-11-24,1.00181988170245
2016-11-25,0.9991719492220702
2016-11-28,1.001955438361885
2016-11-29,1.0209823955312967
2016-11-30,1.00333876601503
2016-12-01,1.004051693631318
2016-12-02,0.9941699380219596
2016-12-05,0.9884251708338773
2016-12-06,1.0039438980306779
2016-12-07,1.004755170674399
2016-12-08,1.0215349587334817
2016-12-09,1.0230810134440311
2016-12-12,0.9869756891682846
2016-12-13,1.016023502571442
2016-12-14,1.0101913175811967
2016-12-15,1.0012070710960717
2016-12-16,0.9993772038589054
2016-12-19,1.0092202711841982
2016-12-20,0.9989793937929817
2016-12-21,1.0028556054598325
2016-12-22,0.9911826708973733
2016-12-23,0.9738612468613761
2016-12-26,0.9772353968266158
2016-12-27,0.9777291892766709
2016-12-28,0.9741512613266597
2016-12-29,0.9771896206126452
2016-12-30,0.9981143710141469
2017-01-03,1.0010611778721916
2017-01-04,1.0320747105023629
2017-01-05,1.0276344177472314
2017-01-06,1.0287043998324887
2017-01-09,1.027848532296448
2017-01-10,1.0264220864030469
2017-01-11,1.010729114262746
2017-01-12,1.0036329151060916
2017-01-13,0.998550869364136
2017-01-16,0.990711618889097
2017-01-17,1.0045032538323553
2017-01-18,1.021566263757229
2017-01-19,1.0127813653006847
2017-01-20,1.0170234913488863
2017-01-23,1.0196808744024728
2017-01-24,1.0212399236511818
2017-01-25,1.0175604020391975
2017-01-26,1.0114497204697643
2017-02-03,1.005120789725337
2017-02-06,1.0099606645288683
2017-02-07,1.0087882027904
2017-02-08,1.0148852991608484
2017-02-09,1.0298369919652408
2017-02-10,1.0360350913368368
2017-02-13,1.0696687953885928
2017-02-14,1.0764935858959646
2017-02-15,1.0682736545189393
2017-02-16,1.0695155189043952
2017-02-17,1.07946549583909
2017-02-20,1.123574569629756
2017-02-21,1.1207077973135566
2017-02-22,1.1405495710916418
2017-02-23,1.127817286338783
2017-02-24,1.1271315291204647
2017-02-27,1.0995828128922358
2017-02-28,1.10301189431424
2017-03-01,1.1134733835237527
2017-03-02,1.1182471043148365
2017-03-03,1.1243297294950618
2017-03-06,1.1310827547121445
2017-03-07,1.1563287797124546
2017-03-08,1.1498504117791946
2017-03-09,1.1419653850901852
2017-03-10,1.1448755709770535
2017-03-13,1.1656275530871183
2017-03-14,1.155819925411351
2017-03-15,1.160080952605966
2017-03-16,1.1561645760029864
2017-03-17,1.1561630993509229
2017-03-20,1.16472620466752
2017-03-21,1.2091019618208656
2017-03-22,1.2135776942255225
2017-03-23,1.1978646396171573
2017-03-24,1.1923472768468637
2017-03-27,1.1689293471012434
2017-03-28,1.170003168481866
2017-03-29,1.178769461122409
2017-03-30,1.168136089612698
2017-03-31,1.1710796478362027
2017-04-05,1.181764406837726
2017-04-06,1.1807605787649165
2017-04-07,1.1732042548252561
2017-04-10,1.1422486069559763
2017-04-11,1.1382894074431533
2017-04-12,1.1534327696853963
2017-04-13,1.1723537032366442
2017-04-14,1.1580703431562198
2017-04-17,1.1666966491811375
2017-04-18,1.1953168241466872
2017-04-19,1.1964635921392495
2017-04-20,1.2357422416995911
2017-04-21,1.2132900424035407
2017-04-24,1.1852304045613193
2017-04-25,1.225102668251213
2017-04-26,1.2128116071349466
2017-04-27,1.2182137910442825
2017-04-28,1.1795148750840954
2017-05-02,1.1647279766499963
2017-05-03,1.174703647330597
2017-05-04,1.1700253182628193
2017-05-05,1.1623298936987714
2017-05-08,1.1370330718674746
2017-05-09,1.1495462214541006
2017-05-10,1.145586726610865
2017-05-11,1.155122650306937
2017-05-12,1.1558535930784004
2017-05-15,1.1737299429598842
2017-05-16,1.2101370949174228
2017-05-17,1.1906807273279274
2017-05-18,1.1882241689549853
2017-05-19,1.1980873187483425
2017-05-22,1.194355523653308
2017-05-23,1.2226629437117953
2017-05-24,1.2131267246853108
2017-05-25,1.2128898696943153
2017-05-26,1.2157315389254346
2017-05-31,1.211443046002437
2017-06-01,1.2135141981867894
2017-06-02,1.2065225459962352
2017-06-05,1.1941118760628204
2017-06-06,1.2139574891362708
2017-06-07,1.250412189290256
2017-06-08,1.2613775121838562
2017-06-09,1.2714084096516343
2017-06-12,1.3026260155969898
2017-06-13,1.2994952178918253
2017-06-14,1.2892002950350823
2017-06-15,1.2644557410755581
2017-06-16,1.2556235897529797
2017-06-19,1.2599723300801704
2017-06-20,1.2557343386577469
2017-06-21,1.283127711088889
2017-06-22,1.2770335680225682
2017-06-23,1.2809437426868808
2017-06-26,1.3185124291576173
2017-06-27,1.3172493009824462
2017-06-28,1.2940259939788035
2017-06-29,1.2926568421854687
2017-06-30,1.2962867482881175
2017-07-03,1.2728608446213538
2017-07-04,1.2548350575510376
2017-07-05,1.2686916651850926
2017-07-06,1.262283585890058
2017-07-07,1.2491703249048003
2017-07-10,1.2585854584620728
2017-07-11,1.2711954764240687
2017-07-12,1.25409820817132
2017-07-13,1.2600062930776323
2017-07-14,1.2725058574652737
2017-07-17,1.2405062165870555
2017-07-18,1.2498708486437542
2017-07-19,1.2707563201003653
2017-07-20,1.2942590096744337
2017-07-21,1.31407804301074
2017-07-24,1.3333229540247336
2017-07-25,1.3275637156464282
2017-07-26,1.311813744736474
2017-07-27,1.322946519974082
2017-07-28,1.3834062667341596
2017-07-31,1.40089898240953
2017-08-01,1.4056446468114063
2017-08-02,1.3873344565536476
2017-08-03,1.3704371269903057
2017-08-04,1.3575004735918499
2017-08-07,1.4100114022937724
2017-08-08,1.4043135926413113
2017-08-09,1.4536319995818123
2017-08-10,1.4664088792269905
2017-08-11,1.428548701638907
2017-08-14,1.450263460894414
2017-08-15,1.448977887607877
2017-08-16,1.4418548133836655
2017-08-17,1.424813067248507
2017-08-18,1.4181545477634923
2017-08-21,1.4099857085478664
2017-08-22,1.380296142157885
2017-08-23,1.3984424240365878
2017-08-24,1.3725682312484384
2017-08-25,1.3870267222636015
2017-08-28,1.404904253466736
2017-08-29,1.41139827391187
2017-08-30,1.423663936612643
2017-08-31,1.413913603036942
2017-09-01,1.4188772212833998
2017-09-04,1.3999093301965306
2017-09-05,1.4010011667323286
2017-09-06,1.3886309570654554
2017-09-07,1.3796210168344243
2017-09-08,1.3554910454637545
2017-09-11,1.3707729176695596
2017-09-12,1.4095179051741298
2017-09-13,1.4415526903714606
2017-09-14,1.4398698976798254
2017-09-15,1.4316121640099728
2017-09-18,1.474979958464731
2017-09-19,1.463641633259875
2017-09-20,1.4817737392787678
2017-09-21,1.4703474056109234
2017-09-22,1.4753275623604933
2017-09-25,1.5086688893036642
2017-09-26,1.502544917865659
2017-09-27,1.4956530873546017
2017-09-28,1.5363519808696773
2017-09-29,1.5210541608215857
2017-10-09,1.530889549556148
2017-10-10,1.5557932866081243
2017-10-11,1.604257302664648
2017-10-12,1.590986630569415
2017-10-13,1.592584663432602
2017-10-16,1.5568027259587753
2017-10-17,1.5566580140565465
2017-10-18,1.5860746951451814
2017-10-19,1.6247479173594628
2017-10-20,1.5983967659547824
2017-10-23,1.6113948480790825
2017-10-24,1.618418100623797
2017-10-25,1.6010160513851293
2017-10-26,1.6373248583152347
2017-10-27,1.6856754674932768
2017-10-30,1.670182729372795
2017-10-31,1.6675891376883545
2017-11-01,1.6813914045264702
2017-11-02,1.698053060420468
2017-11-03,1.7088648114994573
2017-11-06,1.7679982293760437
2017-11-07,1.7554579093914482
2017-11-08,1.7475548675472632
2017-11-09,1.7579791451247744
2017-11-10,1.8101489672000137
2017-11-13,1.8004523837594264
2017-11-14,1.7531649640671487
2017-11-15,1.7920596840909642
2017-11-16,1.8443550215916067
2017-11-17,1.788215958769512
2017-11-20,1.7606707865062354
2017-11-21,1.798889495215352
2017-11-22,1.735530785124089
2017-11-23,1.6473861748155219
2017-11-24,1.6468516267685125
2017-11-27,1.623836527705832
2017-11-28,1.6507180925317437
2017-11-29,1.615290846883585
2017-11-30,1.59528250675273
2017-12-01,1.5972101283565039
2017-12-04,1.652681449115456
2017-12-05,1.6467125261441249
2017-12-06,1.6375292269608317
2017-12-07,1.6064705087775153
2017-12-08,1.639559328217817
2017-12-11,1.698449393834328
2017-12-12,1.6939134140254777
2017-12-13,1.7407371649697967
2017-12-14,1.736664853908905
2017-12-15,1.7148945725358073
2017-12-18,1.7507072243725559
2017-12-19,1.7683989927460944
2017-12-20,1.8054877672961736
2017-12-21,1.8029225273313532
2017-12-22,1.769491124612305
2017-12-25,1.7687525032501112
2017-12-26,1.7522196114160562
2017-12-27,1.7173387270314155
2017-12-28,1.791895775711909
2017-12-29,1.7697548546708572
2018-01-02,1.7742370843445938
2018-01-03,1.780534710065274
2018-01-04,1.833358393674259
2018-01-05,1.8274376095601998
2018-01-08,1.8361566493347092
2018-01-09,1.8947487265647935
2018-01-10,1.9332134455076997
2018-01-11,1.9090058022384864
2018-01-12,1.9399688333680838
2018-01-15,1.9521373323630746
2018-01-16,1.9722700065976815
2018-01-17,1.903997589099709
2018-01-18,1.9348528246286665
2018-01-19,1.9048794457120684
2018-01-22,1.9750954326561014
2018-01-23,1.9735774343347594
2018-01-24,1.9389198197421293
2018-01-25,1.921172529251001
2018-01-26,1.9329842691074348
2018-01-29,1.844145041668168
2018-01-30,1.8300887906751193
2018-01-31,1.8618040283658954
2018-02-01,1.812429508646979
2018-02-02,1.7956547412049129
2018-02-05,1.7026268425221456
2018-02-06,1.6786052574129413
2018-02-07,1.6159774900931414
2018-02-08,1.6591001603053481
2018-02-09,1.6306666341606328
2018-02-12,1.6883059754793066
2018-02-13,1.6894574687584722
2018-02-14,1.711868321796743
2018-02-22,1.7741895361481472
2018-02-23,1.7657853185935894
2018-02-26,1.759390529167127
2018-02-27,1.7345420189023277
2018-02-28,1.6810390753441045
2018-03-01,1.7065234319874734
2018-03-02,1.6909899382700373
2018-03-05,1.6589285733355623
2018-03-06,1.6708891597200033
2018-03-07,1.6703938906178846
2018-03-08,1.7109149952245073
2018-03-09,1.723943791711729
2018-03-12,1.7095706511858402
2018-03-13,1.6811173379034732
2018-03-14,1.7070346489318786
2018-03-15,1.7467143571926838
2018-03-16,1.7281770578475495
2018-03-19,1.7380068353042701
2018-03-20,1.715996154975225
2018-03-21,1.7090095234016867
2018-03-22,1.6632406926915764
2018-03-23,1.6180737453625742
2018-03-26,1.6164169417472576
2018-03-27,1.611328694066635
2018-03-28,1.5382022259053205
2018-03-29,1.5789945836117547
2018-03-30,1.5790530047917108
2018-04-02,1.57693242315413
2018-04-03,1.5845971211721321
2018-04-04,1.6301143220151324
2018-04-09,1.613030682658061
2018-04-10,1.6235514528108437
2018-04-11,1.631034321605909
2018-04-12,1.614498179820628
2018-04-13,1.597425795920245
2018-04-16,1.5963596093860462
2018-04-17,1.5694090883123974
2018-04-18,1.5654107213172368
2018-04-19,1.6057777467639236
2018-04-20,1.5864517256486743
2018-04-23,1.5845767541552667
2018-04-24,1.6265550518243665
2018-04-25,1.6300244123551542
2018-04-26,1.5934873240338925
2018-04-27,1.5635171247228798
2018-05-02,1.5748756224377856
2018-05-03,1.5965372848094908
2018-05-04,1.5939891298112678
2018-05-07,1.6585087573897144
2018-05-08,1.6724067005232626
2018-05-09,1.6695443306924773
2018-05-10,1.6878688841494882
2018-05-11,1.6758197837706061
2018-05-14,1.7079191403052483
2018-05-15,1.7184344167232186
2018-05-16,1.72190002543511
2018-05-17,1.6966553760174732
2018-05-18,1.709183101292693
2018-05-21,1.7015845960795033
2018-05-22,1.7151912372744629
2018-05-23,1.6813180743630802
2018-05-24,1.6628971795565546
2018-05-25,1.672944550560748
2018-05-28,1.7225228273718896
2018-05-29,1.7119239389899454
2018-05-30,1.717827158036152
2018-05-31,1.7808736607236872
2018-06-01,1.7484147995426638
2018-06-04,1.7849810984539036
2018-06-05,1.8009827400399994
2018-06-06,1.794271539995776
2018-06-07,1.7773295318020386
2018-06-08,1.7610565533136238
2018-06-11,1.748941662110525
2018-06-12,1.8119274657280602
2018-06-13,1.7883630952018212
2018-06-14,1.763395946388976
2018-06-15,1.740853812518437
2018-06-19,1.6700603397842457
2018-06-20,1.7125275798516477
2018-06-21,1.6942333089328712
2018-06-22,1.6988385326345026
2018-06-25,1.7035961069820287
2018-06-26,1.6898120583506886
2018-06-27,1.622161939883906
2018-06-28,1.5738418401089749
2018-06-29,1.6205137884558272
2018-07-02,1.6055327749302017
2018-07-03,1.5505441406196496
2018-07-04,1.536428588207541
2018-07-05,1.52934701622749
2018-07-06,1.532531872836091
2018-07-09,1.5829136956622694
2018-07-10,1.5839123627487426
2018-07-11,1.562000357908147
2018-07-12,1.6096253962505365
2018-07-13,1.6564907324749507
2018-07-16,1.6529271579394573
2018-07-17,1.6272173979303826
2018-07-18,1.6021003919106065
2018-07-19,1.590021707391206
2018-07-20,1.5909093275323605
2018-07-23,1.5603512729990918
2018-07-24,1.621134996651069
2018-07-25,1.6113583329346282
2018-07-26,1.5866525279618036
2018-07-27,1.6048365282095518
2018-07-30,1.5730380717428576
2018-07-31,1.5816181479668827
2018-08-01,1.5459761074336416
2018-08-02,1.4850760488865684
2018-08-03,1.506509524937876
2018-08-06,1.5455787046961458
2018-08-07,1.537206737605088
2018-08-08,1.5120908363319143
2018-08-09,1.4925562464527795
2018-08-10,1.486974935058741
2018-08-13,1.4841842793617215
2018-08-14,1.4953469021497987
2018-08-15,1.5120908363319143
2018-08-16,1.4841842793617215
2018-08-17,1.48976559075576
2018-08-20,1.4813936236647023
2018-08-21,1.4730216565736445
2018-08-22,1.4702310008766253
2018-08-23,1.486974935058741
2018-08-24,1.486974935058741
2018-08-27,1.4953469021497987
2018-08-28,1.5093001806348951
2018-08-29,1.5120908363319143
2018-08-30,1.5344160819080686
2018-08-31,1.5288347705140302
2018-09-03,1.5288347705140302
2018-09-04,1.537206737605088
2018-09-05,1.5232534591199915
2018-09-06,1.498137557846818
2018-09-07,1.4841842793617215
2018-09-10,1.4953469021497987
2018-09-11,1.5037188692408565
2018-09-12,1.517672147725953
2018-09-13,1.5037188692408565
2018-09-14,1.517672147725953
2018-09-17,1.5120908363319143
2018-09-18,1.4925562464527795
2018-09-19,1.5037188692408565
2018-09-20,1.5009282135438373
2018-09-21,1.517672147725953
2018-09-25,1.5120908363319143
2018-09-26,1.5204628034229724
2018-09-27,1.517672147725953
2018-09-28,1.537206737605088
2018-10-08,1.4925562464527795
2018-10-09,1.4925562464527795
2018-10-10,1.498137557846818
2018-10-11,1.4004646084511432
2018-10-12,1.4311618211183552
2018-10-15,1.4255805097243166
2018-10-16,1.428371165421336
2018-10-17,1.4758123122706637
2018-10-18,1.4618590337855673
2018-10-19,1.4506964109974902
2018-10-22,1.4423244439064324
2018-10-23,1.4199991983302782
2018-10-24,1.428371165421336
2018-10-25,1.3809300185720081
2018-10-26,1.389301985663066
2018-10-29,1.3865113299660468
2018-10-30,1.3669767400869117
2018-10-31,1.3865113299660468
2018-11-01,1.4032552641481624
2018-11-02,1.4199991983302782
2018-11-05,1.3976739527541238
2018-11-06,1.3948832970571046
2018-11-07,1.4116272312392202
2018-11-08,1.4451150996034516
2018-11-09,1.4367431325123938
2018-11-12,1.4339524768153744
2018-11-13,1.389301985663066
2018-11-14,1.3865113299660468
2018-11-15,1.3753487071779695
2018-11-16,1.3809300185720081
2018-11-19,1.3865113299660468
2018-11-20,1.3362795274196997
2018-11-21,1.3163497806938667
2018-11-22,1.3164375856168988
2018-11-23,1.317885715188619
2018-11-26,1.3159548757596584
2018-11-27,1.3135413264734577
2018-11-28,1.307748808186576
2018-11-29,1.317885715188619
2018-11-30,1.3183684250458594
2018-12-03,1.3125759067589775
2018-12-04,1.3125759067589775
2018-12-05,1.3149894560451783
2018-12-06,1.3198165546175795
2018-12-07,1.3212646841893
2018-12-10,1.3352632700492642
2018-12-11,1.3333324306203036
2018-12-12,1.3270572024761818
2018-12-13,1.3260917827617016
2018-12-14,1.324643653189981
2018-12-17,1.3251263630472212
2018-12-18,1.3323670109058234
2018-12-19,1.3367113996209845
2018-12-20,1.3367113996209845
2018-12-21,1.345400177051307
2018-12-24,1.3502272756237086
2018-12-25,1.3608468924829915
2018-12-26,1.3603641826257515
2018-12-27,1.3555370840533503
2018-12-28,1.3637431516264327
2019-01-02,1.3690529600560741
2019-01-03,1.3840169656305183
2019-01-04,1.3767763177719166
2019-01-07,1.3709837994850347
2019-01-08,1.3647085713409128
2019-01-09,1.3593987629112714
2019-01-10,1.362295022054712
2019-01-11,1.3536062446243897
2019-01-14,1.3545716643388699
2019-01-15,1.3516754051954292
2019-01-16,1.3526408249099093
2019-01-17,1.3560197939105902
2019-01-18,1.3565025037678304
2019-01-21,1.3511926953381888
2019-01-22,1.3507099854809486
2019-01-23,1.3521581150526691
2019-01-24,1.3511926953381888
2019-01-25,1.3497445657664684
2019-01-28,1.362295022054712
2019-01-29,1.3671221206271136
2019-01-30,1.3714665093422749
2019-01-31,1.3690529600560741
2019-02-01,1.3762936079146761
2019-02-11,1.3705010896277945
2019-02-12,1.3758108980574362
2019-02-13,1.3738800586284754
2019-02-14,1.3719492191995148
2019-02-15,1.3806379966298377
2019-02-18,1.3878786444884397
2019-02-19,1.38884406420292
2019-02-20,1.3984982613477228
2019-02-21,1.3898094839174002
2019-02-22,1.3801552867725972
2019-02-25,1.379189867058117
2019-02-26,1.3782244473436367
2019-02-27,1.3767763177719166
2019-02-28,1.3671221206271136
2019-03-01,1.3637431516264327
2019-03-04,1.3434693376223465
2019-03-05,1.3367113996209845
2019-03-06,1.3434693376223465
2019-03-07,1.338159529192705
2019-03-08,1.3507099854809486
2019-03-11,1.3550543741961099
2019-03-12,1.3550543741961099
2019-03-13,1.3608468924829915
2019-03-14,1.358433343196791
2019-03-15,1.3565025037678304
2019-03-18,1.3545716643388699
2019-03-19,1.362295022054712
2019-03-20,1.3603641826257515
2019-03-21,1.3700183797705543
2019-03-22,1.3671221206271136
2019-03-25,1.3748454783429558
2019-03-26,1.375328188200196
2019-03-27,1.3743627684857156
2019-03-28,1.3714665093422749
2019-03-29,1.345400177051307
2019-04-01,1.345400177051307
2019-04-02,1.3473310164802677
2019-04-03,1.3497445657664684
2019-04-04,1.3502272756237086
2019-04-08,1.3560197939105902
2019-04-09,1.3565025037678304
2019-04-10,1.3632604417691925
2019-04-11,1.3647085713409128
2019-04-12,1.3511926953381888
2019-04-15,1.3439520474795867
2019-04-16,1.3439520474795867
2019-04-17,1.3362286897637445
2019-04-18,1.327539912333422
2019-04-19,1.3328497207630634
2019-04-22,1.3376768193354647
2019-04-23,1.3304361714768629
2019-04-24,1.3289880419051423
2019-04-25,1.3352632700492642
2019-04-26,1.338159529192705
2019-04-29,1.3362286897637445
2019-04-30,1.3400903686216656
2019-05-06,1.3478137263375078
2019-05-07,1.344917467194067
2019-05-08,1.3531235347671493
2019-05-09,1.3540889544816297
2019-05-10,1.3550543741961099
2019-05-13,1.3637431516264327
2019-05-14,1.379189867058117
2019-05-15,1.372431929056755
2019-05-16,1.379189867058117
2019-05-17,1.3772590276291565
2019-05-20,1.3680875403415937
2019-05-21,1.3676048304843538
2019-05-22,1.3676048304843538
2019-05-23,1.3709837994850347
2019-05-24,1.3782244473436367
2019-05-27,1.379189867058117
2019-05-28,1.3772590276291565
2019-05-29,1.3806379966298377
2019-05-30,1.3738800586284754
2019-05-31,1.38884406420292
2019-06-03,1.406221619063565
2019-06-04,1.4207029147807693
2019-06-05,1.429874402068332
2019-06-06,1.4293916922110919
2019-06-10,1.4250473034959306
2019-06-11,1.4173239457800881
2019-06-12,1.4342187907834931
2019-06-13,1.4366323400696939
2019-06-14,1.4583542836455001
2019-06-17,1.4395285992131348
2019-06-18,1.4496655062151778
2019-06-19,1.4424248583565755
2019-06-20,1.4738009990771848
2019-06-21,1.4858687455081885
2019-06-24,1.4964883623674716
2019-06-25,1.5278645030880806
2019-06-26,1.4998673313681525
2019-06-27,1.4960056525102314
2019-06-28,1.5003500412253927
2019-07-01,1.464146801932382
2019-07-02,1.4795935173640664
2019-07-03,1.5211065650867188
2019-07-04,1.5051771397977942
2019-07-05,1.508073398941235
2019-07-08,1.5003500412253927
2019-07-09,1.4868341652226686
2019-07-10,1.4858687455081885
2019-07-11,1.511452367941916
2019-07-12,1.5013154609398731
2019-07-15,1.5071079792267548
2019-07-16,1.5056598496550342
2019-07-17,1.497453782081952
2019-07-18,1.5129004975136362
2019-07-19,1.5331743115177223
2019-07-22,1.521589274943959
2019-07-23,1.5104869482274357
2019-07-24,1.5167621763715573
2019-07-25,1.5186930158005179
2019-07-26,1.5124177876563962
2019-07-29,1.5148313369425968
2019-07-30,1.5211065650867188
2019-07-31,1.5268990833736005
2019-08-01,1.501798170797113
2019-08-02,1.5365532805184035
2019-08-05,1.5872378155286182
2019-08-06,1.590616784529299
2019-08-07,1.6229583449643887
2019-08-08,1.634060671680912
2019-08-09,1.6422667392539945
2019-08-12,1.6321298322519515
2019-08-13,1.6721947504028831
2019-08-14,1.6292335731085106
2019-08-15,1.647576547683636
2019-08-16,1.6499900969698367
2019-08-19,1.6417840293967543
2019-08-20,1.6350260913953922
2019-08-21,1.6364742209671126
2019-08-22,1.641301319539514
2019-08-23,1.6398531899677937
2019-08-26,1.6987437925510909
2019-08-27,1.699709212265571
2019-08-28,1.7006746319800514
2019-08-29,1.7204657361268973
2019-08-30,1.6929512742642092
2019-09-02,1.6871587559773276
2019-09-03,1.6943994038359298
2019-09-04,1.7006746319800514
2019-09-05,1.7079152798386537
2019-09-06,1.654817195542238
2019-09-09,1.66109242368636
2019-09-10,1.6355088012526322
2019-09-11,1.6427494491112344
2019-09-12,1.6427494491112344
2019-09-16,1.644197578682955
2019-09-17,1.6379223505388332
2019-09-18,1.644197578682955
2019-09-19,1.641301319539514
2019-09-20,1.6466111279691555
2019-09-23,1.6606097138291196
2019-09-24,1.6697812011166824
2019-09-25,1.6794353982614854
2019-09-26,1.657230744828439
2019-09-27,1.6427494491112344
2019-09-30,1.6388877702533133
2019-10-08,1.6359915111098726
2019-10-09,1.6601270039718796
2019-10-10,1.651438226541557
2019-10-11,1.6432321589684746
2019-10-14,1.6195793759637076
2019-10-15,1.6229583449643887
2019-10-16,1.6166831168202669
2019-10-17,1.6282681533940302
2019-10-18,1.6268200238223098
2019-10-21,1.6258546041078297
2019-10-22,1.6195793759637076
2019-10-23,1.6268200238223098
2019-10-24,1.6234410548216287
2019-10-25,1.6398531899677937
2019-10-28,1.6384050603960731
2019-10-29,1.6215102153926682
2019-10-30,1.6195793759637076
2019-10-31,1.6229583449643887
2019-11-01,1.634543381538152
2019-11-04,1.6326125421091915
2019-11-05,1.6224756351071485
2019-11-06,1.5988228521023817
2019-11-07,1.607511629532704
2019-11-08,1.5775836183838154
2019-11-11,1.5761354888120949
2019-11-12,1.5602060635231703
2019-11-13,1.576618198669335
2019-11-14,1.5809625873844964
2019-11-15,1.577100908526575
2019-11-18,1.5775836183838154
2019-11-19,1.5877205253858584
2019-11-20,1.5930303338155
2019-11-21,1.589651364814819
